"1";"NFQ Level 6";"Male";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";350.0
"1";"NFQ Level 6";"Male";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";60
"1";"NFQ Level 6";"Male";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";230.0
"1";"NFQ Level 6";"Male";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";330.0
"1";"NFQ Level 6";"Male";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";465.0
"1";"NFQ Level 6";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";10
"1";"NFQ Level 6";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";165.0
"1";"NFQ Level 6";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";270.0
"1";"NFQ Level 6";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";380.0
"1";"NFQ Level 6";"Male";"Health and Welfare";"Number of Graduates (Persons)";70
"1";"NFQ Level 6";"Male";"Health and Welfare";"P25 Earnings of Graduates (Euro)";240.0
"1";"NFQ Level 6";"Male";"Health and Welfare";"P50 Earnings of Graduates (Euro)";295.0
"1";"NFQ Level 6";"Male";"Health and Welfare";"P75 Earnings of Graduates (Euro)";355.0
"1";"NFQ Level 6";"Male";"Services";"Number of Graduates (Persons)";70
"1";"NFQ Level 6";"Male";"Services";"P25 Earnings of Graduates (Euro)";300.0
"1";"NFQ Level 6";"Male";"Services";"P50 Earnings of Graduates (Euro)";365.0
"1";"NFQ Level 6";"Male";"Services";"P75 Earnings of Graduates (Euro)";435.0
"1";"NFQ Level 6";"Female";"Education";"Number of Graduates (Persons)";0
"1";"NFQ Level 6";"Female";"Education";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Education";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Education";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Arts and Humanities";"Number of Graduates (Persons)";10
"1";"NFQ Level 6";"Female";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";220.0
"1";"NFQ Level 6";"Female";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";255.0
"1";"NFQ Level 6";"Female";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";310.0
"1";"NFQ Level 6";"Female";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";0
"1";"NFQ Level 6";"Female";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Business, Administration and Law";"Number of Graduates (Persons)";140
"1";"NFQ Level 6";"Female";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";200.0
"1";"NFQ Level 6";"Female";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";250.0
"1";"NFQ Level 6";"Female";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";320.0
"1";"NFQ Level 6";"Female";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";20
"1";"NFQ Level 6";"Female";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";195.0
"1";"NFQ Level 6";"Female";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";385.0
"1";"NFQ Level 6";"Female";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";490.0
"1";"NFQ Level 6";"Female";"Information and Communication Technologies";"Number of Graduates (Persons)";0
"1";"NFQ Level 6";"Female";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 6";"Female";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";10
"1";"NFQ Level 6";"Female";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";215.0
"1";"NFQ Level 6";"Female";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";260.0
"1";"NFQ Level 6";"Female";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";345.0
"1";"NFQ Level 6";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";10
"1";"NFQ Level 6";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";185.0
"1";"NFQ Level 6";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";225.0
"1";"NFQ Level 6";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";315.0
"1";"NFQ Level 6";"Female";"Health and Welfare";"Number of Graduates (Persons)";90
"1";"NFQ Level 6";"Female";"Health and Welfare";"P25 Earnings of Graduates (Euro)";210.0
"1";"NFQ Level 6";"Female";"Health and Welfare";"P50 Earnings of Graduates (Euro)";290.0
"1";"NFQ Level 6";"Female";"Health and Welfare";"P75 Earnings of Graduates (Euro)";380.0
"1";"NFQ Level 6";"Female";"Services";"Number of Graduates (Persons)";100
"1";"NFQ Level 6";"Female";"Services";"P25 Earnings of Graduates (Euro)";280.0
"1";"NFQ Level 6";"Female";"Services";"P50 Earnings of Graduates (Euro)";330.0
"1";"NFQ Level 6";"Female";"Services";"P75 Earnings of Graduates (Euro)";395.0
"1";"NFQ Level 7";"Male";"Education";"Number of Graduates (Persons)";0
"1";"NFQ Level 7";"Male";"Education";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Male";"Education";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Male";"Education";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Male";"Arts and Humanities";"Number of Graduates (Persons)";60
"1";"NFQ Level 7";"Male";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";240.0
"1";"NFQ Level 7";"Male";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";350.0
"1";"NFQ Level 7";"Male";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";410.0
"1";"NFQ Level 7";"Male";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";10
"1";"NFQ Level 7";"Male";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";260.0
"1";"NFQ Level 7";"Male";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";285.0
"1";"NFQ Level 7";"Male";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";560.0
"1";"NFQ Level 7";"Male";"Business, Administration and Law";"Number of Graduates (Persons)";190
"1";"NFQ Level 7";"Male";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";275.0
"1";"NFQ Level 7";"Male";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";355.0
"1";"NFQ Level 7";"Male";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";455.0
"1";"NFQ Level 7";"Male";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";100
"1";"NFQ Level 7";"Male";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";265.0
"1";"NFQ Level 7";"Male";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";345.0
"1";"NFQ Level 7";"Male";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";465.0
"1";"NFQ Level 7";"Male";"Information and Communication Technologies";"Number of Graduates (Persons)";160
"1";"NFQ Level 7";"Male";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";345.0
"1";"NFQ Level 7";"Male";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";460.0
"1";"NFQ Level 7";"Male";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";540.0
"1";"NFQ Level 7";"Male";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";450
"1";"NFQ Level 7";"Male";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";350.0
"1";"NFQ Level 7";"Male";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";460.0
"1";"NFQ Level 7";"Male";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";555.0
"1";"NFQ Level 7";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";130
"1";"NFQ Level 7";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";300.0
"1";"NFQ Level 7";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";435.0
"1";"NFQ Level 7";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";515.0
"1";"NFQ Level 7";"Male";"Health and Welfare";"Number of Graduates (Persons)";40
"1";"NFQ Level 7";"Male";"Health and Welfare";"P25 Earnings of Graduates (Euro)";315.0
"1";"NFQ Level 7";"Male";"Health and Welfare";"P50 Earnings of Graduates (Euro)";435.0
"1";"NFQ Level 7";"Male";"Health and Welfare";"P75 Earnings of Graduates (Euro)";575.0
"1";"NFQ Level 7";"Male";"Services";"Number of Graduates (Persons)";240
"1";"NFQ Level 7";"Male";"Services";"P25 Earnings of Graduates (Euro)";240.0
"1";"NFQ Level 7";"Male";"Services";"P50 Earnings of Graduates (Euro)";340.0
"1";"NFQ Level 7";"Male";"Services";"P75 Earnings of Graduates (Euro)";445.0
"1";"NFQ Level 7";"Female";"Education";"Number of Graduates (Persons)";0
"1";"NFQ Level 7";"Female";"Education";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Female";"Education";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Female";"Education";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 7";"Female";"Arts and Humanities";"Number of Graduates (Persons)";70
"1";"NFQ Level 7";"Female";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";230.0
"1";"NFQ Level 7";"Female";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";325.0
"1";"NFQ Level 7";"Female";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";415.0
"1";"NFQ Level 7";"Female";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";30
"1";"NFQ Level 7";"Female";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";320.0
"1";"NFQ Level 7";"Female";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";390.0
"1";"NFQ Level 7";"Female";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";525.0
"1";"NFQ Level 7";"Female";"Business, Administration and Law";"Number of Graduates (Persons)";260
"1";"NFQ Level 7";"Female";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";255.0
"1";"NFQ Level 7";"Female";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";345.0
"1";"NFQ Level 7";"Female";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";430.0
"1";"NFQ Level 7";"Female";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";160
"1";"NFQ Level 7";"Female";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";240.0
"1";"NFQ Level 7";"Female";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";355.0
"1";"NFQ Level 7";"Female";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";470.0
"1";"NFQ Level 7";"Female";"Information and Communication Technologies";"Number of Graduates (Persons)";40
"1";"NFQ Level 7";"Female";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";315.0
"1";"NFQ Level 7";"Female";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";400.0
"1";"NFQ Level 7";"Female";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";475.0
"1";"NFQ Level 7";"Female";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";40
"1";"NFQ Level 7";"Female";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";295.0
"1";"NFQ Level 7";"Female";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";405.0
"1";"NFQ Level 7";"Female";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";505.0
"1";"NFQ Level 7";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";40
"1";"NFQ Level 7";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";230.0
"1";"NFQ Level 7";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";360.0
"1";"NFQ Level 7";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";455.0
"1";"NFQ Level 7";"Female";"Health and Welfare";"Number of Graduates (Persons)";270
"1";"NFQ Level 7";"Female";"Health and Welfare";"P25 Earnings of Graduates (Euro)";250.0
"1";"NFQ Level 7";"Female";"Health and Welfare";"P50 Earnings of Graduates (Euro)";355.0
"1";"NFQ Level 7";"Female";"Health and Welfare";"P75 Earnings of Graduates (Euro)";460.0
"1";"NFQ Level 7";"Female";"Services";"Number of Graduates (Persons)";300
"1";"NFQ Level 7";"Female";"Services";"P25 Earnings of Graduates (Euro)";265.0
"1";"NFQ Level 7";"Female";"Services";"P50 Earnings of Graduates (Euro)";350.0
"1";"NFQ Level 7";"Female";"Services";"P75 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 8";"Male";"Education";"Number of Graduates (Persons)";310
"1";"NFQ Level 8";"Male";"Education";"P25 Earnings of Graduates (Euro)";585.0
"1";"NFQ Level 8";"Male";"Education";"P50 Earnings of Graduates (Euro)";615.0
"1";"NFQ Level 8";"Male";"Education";"P75 Earnings of Graduates (Euro)";700.0
"1";"NFQ Level 8";"Male";"Arts and Humanities";"Number of Graduates (Persons)";1200
"1";"NFQ Level 8";"Male";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";265.0
"1";"NFQ Level 8";"Male";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";365.0
"1";"NFQ Level 8";"Male";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";470.0
"1";"NFQ Level 8";"Male";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";420
"1";"NFQ Level 8";"Male";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";305.0
"1";"NFQ Level 8";"Male";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";425.0
"1";"NFQ Level 8";"Male";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";515.0
"1";"NFQ Level 8";"Male";"Business, Administration and Law";"Number of Graduates (Persons)";2050
"1";"NFQ Level 8";"Male";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";390.0
"1";"NFQ Level 8";"Male";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";470.0
"1";"NFQ Level 8";"Male";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";540.0
"1";"NFQ Level 8";"Male";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";880
"1";"NFQ Level 8";"Male";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";360.0
"1";"NFQ Level 8";"Male";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";495.0
"1";"NFQ Level 8";"Male";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";620.0
"1";"NFQ Level 8";"Male";"Information and Communication Technologies";"Number of Graduates (Persons)";740
"1";"NFQ Level 8";"Male";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";480.0
"1";"NFQ Level 8";"Male";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";585.0
"1";"NFQ Level 8";"Male";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";685.0
"1";"NFQ Level 8";"Male";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";1040
"1";"NFQ Level 8";"Male";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";475.0
"1";"NFQ Level 8";"Male";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";565.0
"1";"NFQ Level 8";"Male";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";655.0
"1";"NFQ Level 8";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";190
"1";"NFQ Level 8";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 8";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";510.0
"1";"NFQ Level 8";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";595.0
"1";"NFQ Level 8";"Male";"Health and Welfare";"Number of Graduates (Persons)";490
"1";"NFQ Level 8";"Male";"Health and Welfare";"P25 Earnings of Graduates (Euro)";450.0
"1";"NFQ Level 8";"Male";"Health and Welfare";"P50 Earnings of Graduates (Euro)";695.0
"1";"NFQ Level 8";"Male";"Health and Welfare";"P75 Earnings of Graduates (Euro)";930.0
"1";"NFQ Level 8";"Male";"Services";"Number of Graduates (Persons)";300
"1";"NFQ Level 8";"Male";"Services";"P25 Earnings of Graduates (Euro)";330.0
"1";"NFQ Level 8";"Male";"Services";"P50 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 8";"Male";"Services";"P75 Earnings of Graduates (Euro)";500.0
"1";"NFQ Level 8";"Female";"Education";"Number of Graduates (Persons)";940
"1";"NFQ Level 8";"Female";"Education";"P25 Earnings of Graduates (Euro)";590.0
"1";"NFQ Level 8";"Female";"Education";"P50 Earnings of Graduates (Euro)";640.0
"1";"NFQ Level 8";"Female";"Education";"P75 Earnings of Graduates (Euro)";715.0
"1";"NFQ Level 8";"Female";"Arts and Humanities";"Number of Graduates (Persons)";2260
"1";"NFQ Level 8";"Female";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";250.0
"1";"NFQ Level 8";"Female";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";345.0
"1";"NFQ Level 8";"Female";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";445.0
"1";"NFQ Level 8";"Female";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";630
"1";"NFQ Level 8";"Female";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";285.0
"1";"NFQ Level 8";"Female";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";410.0
"1";"NFQ Level 8";"Female";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";490.0
"1";"NFQ Level 8";"Female";"Business, Administration and Law";"Number of Graduates (Persons)";1920
"1";"NFQ Level 8";"Female";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";370.0
"1";"NFQ Level 8";"Female";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";455.0
"1";"NFQ Level 8";"Female";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";520.0
"1";"NFQ Level 8";"Female";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";1110
"1";"NFQ Level 8";"Female";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";360.0
"1";"NFQ Level 8";"Female";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";500.0
"1";"NFQ Level 8";"Female";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";615.0
"1";"NFQ Level 8";"Female";"Information and Communication Technologies";"Number of Graduates (Persons)";170
"1";"NFQ Level 8";"Female";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";395.0
"1";"NFQ Level 8";"Female";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";550.0
"1";"NFQ Level 8";"Female";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";640.0
"1";"NFQ Level 8";"Female";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";250
"1";"NFQ Level 8";"Female";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 8";"Female";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";530.0
"1";"NFQ Level 8";"Female";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";620.0
"1";"NFQ Level 8";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";120
"1";"NFQ Level 8";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";390.0
"1";"NFQ Level 8";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";470.0
"1";"NFQ Level 8";"Female";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";585.0
"1";"NFQ Level 8";"Female";"Health and Welfare";"Number of Graduates (Persons)";2550
"1";"NFQ Level 8";"Female";"Health and Welfare";"P25 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 8";"Female";"Health and Welfare";"P50 Earnings of Graduates (Euro)";625.0
"1";"NFQ Level 8";"Female";"Health and Welfare";"P75 Earnings of Graduates (Euro)";700.0
"1";"NFQ Level 8";"Female";"Services";"Number of Graduates (Persons)";300
"1";"NFQ Level 8";"Female";"Services";"P25 Earnings of Graduates (Euro)";340.0
"1";"NFQ Level 8";"Female";"Services";"P50 Earnings of Graduates (Euro)";405.0
"1";"NFQ Level 8";"Female";"Services";"P75 Earnings of Graduates (Euro)";490.0
"1";"NFQ Level 9";"Male";"Education";"Number of Graduates (Persons)";210
"1";"NFQ Level 9";"Male";"Education";"P25 Earnings of Graduates (Euro)";540.0
"1";"NFQ Level 9";"Male";"Education";"P50 Earnings of Graduates (Euro)";615.0
"1";"NFQ Level 9";"Male";"Education";"P75 Earnings of Graduates (Euro)";720.0
"1";"NFQ Level 9";"Male";"Arts and Humanities";"Number of Graduates (Persons)";150
"1";"NFQ Level 9";"Male";"Arts and Humanities";"P25 Earnings of Graduates (Euro)";300.0
"1";"NFQ Level 9";"Male";"Arts and Humanities";"P50 Earnings of Graduates (Euro)";420.0
"1";"NFQ Level 9";"Male";"Arts and Humanities";"P75 Earnings of Graduates (Euro)";505.0
"1";"NFQ Level 9";"Male";"Social Sciences, Journalism and Information";"Number of Graduates (Persons)";180
"1";"NFQ Level 9";"Male";"Social Sciences, Journalism and Information";"P25 Earnings of Graduates (Euro)";425.0
"1";"NFQ Level 9";"Male";"Social Sciences, Journalism and Information";"P50 Earnings of Graduates (Euro)";515.0
"1";"NFQ Level 9";"Male";"Social Sciences, Journalism and Information";"P75 Earnings of Graduates (Euro)";590.0
"1";"NFQ Level 9";"Male";"Business, Administration and Law";"Number of Graduates (Persons)";640
"1";"NFQ Level 9";"Male";"Business, Administration and Law";"P25 Earnings of Graduates (Euro)";465.0
"1";"NFQ Level 9";"Male";"Business, Administration and Law";"P50 Earnings of Graduates (Euro)";515.0
"1";"NFQ Level 9";"Male";"Business, Administration and Law";"P75 Earnings of Graduates (Euro)";615.0
"1";"NFQ Level 9";"Male";"Natural Sciences, Mathematics and Statistics";"Number of Graduates (Persons)";110
"1";"NFQ Level 9";"Male";"Natural Sciences, Mathematics and Statistics";"P25 Earnings of Graduates (Euro)";460.0
"1";"NFQ Level 9";"Male";"Natural Sciences, Mathematics and Statistics";"P50 Earnings of Graduates (Euro)";565.0
"1";"NFQ Level 9";"Male";"Natural Sciences, Mathematics and Statistics";"P75 Earnings of Graduates (Euro)";675.0
"1";"NFQ Level 9";"Male";"Information and Communication Technologies";"Number of Graduates (Persons)";180
"1";"NFQ Level 9";"Male";"Information and Communication Technologies";"P25 Earnings of Graduates (Euro)";540.0
"1";"NFQ Level 9";"Male";"Information and Communication Technologies";"P50 Earnings of Graduates (Euro)";620.0
"1";"NFQ Level 9";"Male";"Information and Communication Technologies";"P75 Earnings of Graduates (Euro)";710.0
"1";"NFQ Level 9";"Male";"Engineering, Manufacturing and Construction";"Number of Graduates (Persons)";310
"1";"NFQ Level 9";"Male";"Engineering, Manufacturing and Construction";"P25 Earnings of Graduates (Euro)";535.0
"1";"NFQ Level 9";"Male";"Engineering, Manufacturing and Construction";"P50 Earnings of Graduates (Euro)";615.0
"1";"NFQ Level 9";"Male";"Engineering, Manufacturing and Construction";"P75 Earnings of Graduates (Euro)";745.0
"1";"NFQ Level 9";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"Number of Graduates (Persons)";0
"1";"NFQ Level 9";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P25 Earnings of Graduates (Euro)";..
"1";"NFQ Level 9";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P50 Earnings of Graduates (Euro)";..
"1";"NFQ Level 9";"Male";"Agriculture, Forestry, Fisheries and Veterinary";"P75 Earnings of Graduates (Euro)";..
"1";"NFQ Level 9";"Male";"Health and Welfare";"Number of Graduates (Persons)";70
"1";"NFQ Level 9";"Male";"Health and Welfare";"P25 Earnings of Graduates (Euro)";500.0
